order_id,date,salesperson,region,product,units_sold,unit_price,revenue
ORD6412,2023-04-08,Priya Sharma,East,Product B,15,1500,22500
ORD9993,2023-07-09,Sneha Iyer,North,Product C,6,1500,9000
ORD1533,2023-11-23,Priya Sharma,East,Product A,15,1500,22500
ORD7873,2023-03-06,Rohit Das,East,Product A,10,2000,20000
ORD1016,2023-12-29,Sneha Iyer,South,Product A,18,2000,36000
ORD5793,2023-09-16,Rohit Das,South,Product C,12,2000,24000
ORD9356,2023-04-22,Priya Sharma,North,Product A,7,1000,7000
ORD6664,2023-05-23,Priya Sharma,East,Product A,1,1000,1000
ORD7564,2023-06-01,Sneha Iyer,West,Product A,14,1500,21000
ORD6175,2023-08-04,Rohit Das,West,Product B,19,1500,28500
ORD9266,2023-01-19,Sneha Iyer,West,Product C,1,1000,1000
ORD7821,2023-05-27,Priya Sharma,West,Product B,16,2000,32000
ORD3479,2023-04-05,Priya Sharma,South,Product A,15,1000,15000
ORD5740,2023-07-30,Sneha Iyer,South,Product A,12,500,6000
ORD3388,2023-04-15,Priya Sharma,North,Product A,3,2000,6000
ORD8664,2023-04-14,Sneha Iyer,West,Product C,2,2000,4000
ORD6356,2023-09-05,Priya Sharma,North,Product C,13,2000,26000
ORD4000,2023-12-07,Priya Sharma,North,Product B,16,1000,16000
ORD8261,2023-12-01,Sneha Iyer,West,Product A,16,1500,24000
ORD2318,2023-10-21,Ravi Kumar,South,Product C,9,1000,9000
ORD9797,2023-11-27,Rohit Das,East,Product A,10,500,5000
ORD2228,2023-03-26,Priya Sharma,West,Product A,14,1000,14000
ORD1840,2023-01-05,Sneha Iyer,South,Product B,20,500,10000
ORD5536,2023-06-15,Rohit Das,West,Product B,2,1000,2000
ORD7440,2023-06-28,Ravi Kumar,South,Product B,8,500,4000
ORD1217,2023-06-08,Ravi Kumar,West,Product C,10,2000,20000
ORD2203,2023-11-05,Priya Sharma,South,Product B,9,2000,18000
ORD1028,2023-08-08,Sneha Iyer,North,Product A,12,500,6000
ORD7133,2023-05-31,Sneha Iyer,East,Product B,2,1000,2000
ORD9257,2023-05-27,Sneha Iyer,North,Product A,13,1500,19500
ORD2371,2023-12-03,Aman Verma,East,Product A,3,1500,4500
ORD1423,2023-01-11,Rohit Das,East,Product B,8,2000,16000
ORD3938,2023-06-24,Sneha Iyer,West,Product A,14,500,7000
ORD9053,2023-09-09,Ravi Kumar,South,Product B,10,1500,15000
ORD6075,2023-10-27,Ravi Kumar,East,Product B,4,1500,6000
ORD3703,2023-06-03,Rohit Das,West,Product B,11,2000,22000
ORD9517,2023-12-22,Aman Verma,South,Product B,2,1500,3000
ORD8704,2023-07-06,Ravi Kumar,West,Product A,11,1500,16500
ORD2366,2023-06-18,Ravi Kumar,South,Product B,16,2000,32000
ORD3428,2023-04-25,Priya Sharma,South,Product A,1,2000,2000
ORD9971,2023-07-29,Priya Sharma,North,Product A,13,2000,26000
ORD2881,2023-04-01,Aman Verma,North,Product C,4,500,2000
ORD9599,2023-07-03,Sneha Iyer,North,Product A,8,1000,8000
ORD6095,2023-11-30,Priya Sharma,South,Product C,9,1500,13500
ORD3351,2023-02-12,Aman Verma,West,Product C,14,2000,28000
ORD7239,2023-12-28,Aman Verma,West,Product B,11,500,5500
ORD6912,2023-07-17,Sneha Iyer,East,Product C,11,1500,16500
ORD4555,2023-10-15,Priya Sharma,East,Product A,9,2000,18000
ORD3204,2023-05-08,Aman Verma,South,Product B,9,2000,18000
ORD1373,2023-07-28,Priya Sharma,East,Product C,20,1000,20000
ORD9306,2023-04-29,Sneha Iyer,South,Product A,12,1000,12000
ORD9441,2023-09-01,Ravi Kumar,South,Product B,11,500,5500
ORD3415,2023-05-25,Priya Sharma,East,Product C,11,1000,11000
ORD5570,2023-10-24,Priya Sharma,East,Product B,9,1500,13500
ORD1732,2023-03-21,Sneha Iyer,South,Product A,5,1500,7500
ORD5990,2023-05-21,Priya Sharma,West,Product B,2,500,1000
ORD3991,2023-03-18,Sneha Iyer,North,Product C,1,1500,1500
ORD8415,2023-05-11,Sneha Iyer,West,Product B,14,1500,21000
ORD3385,2023-12-25,Priya Sharma,West,Product B,4,1500,6000
ORD7768,2023-09-06,Aman Verma,East,Product C,20,1000,20000
ORD3215,2023-08-06,Ravi Kumar,South,Product B,6,1000,6000
ORD5317,2023-10-23,Priya Sharma,East,Product A,15,500,7500
ORD5294,2023-01-28,Priya Sharma,East,Product C,4,1000,4000
ORD7382,2023-11-19,Aman Verma,South,Product A,7,2000,14000
ORD1001,2023-08-30,Sneha Iyer,South,Product B,12,1000,12000
ORD1380,2023-09-24,Rohit Das,East,Product C,10,500,5000
ORD7978,2023-02-09,Priya Sharma,West,Product C,1,1000,1000
ORD9706,2023-01-05,Rohit Das,South,Product C,7,500,3500
ORD7636,2023-01-03,Sneha Iyer,East,Product C,6,500,3000
ORD9667,2023-09-14,Priya Sharma,East,Product A,14,1000,14000
ORD5495,2023-04-20,Aman Verma,East,Product A,10,2000,20000
ORD9966,2023-04-09,Rohit Das,North,Product A,10,1000,10000
ORD9520,2023-01-10,Priya Sharma,South,Product B,11,1000,11000
ORD4031,2023-02-22,Priya Sharma,North,Product B,1,2000,2000
ORD4112,2023-06-23,Ravi Kumar,South,Product C,8,2000,16000
ORD8558,2023-10-13,Aman Verma,South,Product B,10,1500,15000
ORD7345,2023-09-15,Sneha Iyer,West,Product B,6,1000,6000
ORD9697,2023-07-06,Sneha Iyer,East,Product A,19,2000,38000
ORD6205,2023-01-14,Priya Sharma,West,Product B,8,500,4000
ORD9775,2023-01-16,Sneha Iyer,South,Product C,11,500,5500
ORD2552,2023-05-04,Rohit Das,West,Product A,5,2000,10000
ORD5429,2023-10-06,Priya Sharma,East,Product B,12,1500,18000
ORD6927,2023-12-31,Aman Verma,North,Product A,7,1000,7000
ORD8406,2023-06-03,Aman Verma,West,Product B,4,2000,8000
ORD7020,2023-07-11,Rohit Das,North,Product A,20,1500,30000
ORD7069,2023-06-21,Ravi Kumar,East,Product C,5,500,2500
ORD2576,2023-05-08,Aman Verma,East,Product C,12,1000,12000
ORD2066,2023-10-02,Priya Sharma,South,Product A,11,500,5500
ORD3608,2023-05-14,Sneha Iyer,East,Product B,4,2000,8000
ORD6821,2023-10-09,Sneha Iyer,West,Product B,13,500,6500
ORD3820,2023-03-03,Ravi Kumar,West,Product B,16,1500,24000
ORD7131,2023-04-26,Priya Sharma,South,Product B,7,500,3500
ORD3970,2023-08-15,Rohit Das,West,Product A,7,1000,7000
ORD5059,2023-11-08,Rohit Das,South,Product A,15,500,7500
ORD8381,2023-02-05,Rohit Das,North,Product C,20,1000,20000
ORD2078,2023-07-30,Rohit Das,North,Product B,20,500,10000
ORD9223,2023-10-31,Rohit Das,South,Product B,12,2000,24000
ORD4171,2023-03-13,Sneha Iyer,North,Product C,14,1000,14000
ORD3041,2023-04-23,Rohit Das,North,Product B,7,500,3500

